date,ticker,signal,current_price,dip_target,dip_pct,conviction,rsi,earnings_days,regime,validation_flags,trade_regime,regime_confidence,regime_overrode,original_signal
2026-05-13,AMD,WAIT,445.50,389.15,0.1265,60,76.2,82,,,NORMAL,0.85,false,
2026-05-13,INTC,WAIT,120.29,105.28,0.1248,60,74.8,70,,,NORMAL,0.85,false,
2026-05-13,SNDK,WAIT,1447.23,1245.83,0.1392,60,69.8,91,,,NORMAL,0.85,false,
2026-05-13,ENGN,WAIT,1.54,1.16,0.2500,60,22.7,28,,,BREAKDOWN,0.75,false,
2026-05-13,HUBS,WAIT,179.00,147.40,0.1765,60,32.0,83,,,BREAKDOWN,0.75,false,
2026-05-13,CRWD,WAIT,562.57,516.87,0.0812,60,79.0,20,,,NORMAL,0.85,false,
2026-05-14,NVDA,WAIT,235.74,218.31,0.0739,60,76.7,5,,,NORMAL,0.85,false,
2026-05-14,MSFT,WAIT,409.43,393.72,0.0384,60,50.3,75,,,NORMAL,0.85,false,
2026-05-14,GOOGL,WAIT,401.07,378.55,0.0562,60,74.2,68,,,NORMAL,0.85,false,
2026-05-14,META,WAIT,618.43,585.51,0.0532,60,47.1,75,,,NORMAL,0.85,false,
2026-05-14,AMZN,WAIT,267.22,256.46,0.0403,60,62.9,76,,,NORMAL,0.85,false,
2026-05-14,MA,WAIT,489.94,474.88,0.0307,60,42.4,76,,,NORMAL,0.85,false,
2026-05-14,WM,BUY,218.82,212.38,0.0295,60,41.6,73,,,NORMAL,0.85,false,
2026-05-14,MU,WAIT,776.01,670.02,0.1366,60,75.6,40,,,NORMAL,0.85,false,
2026-05-14,ASML,WAIT,1354.28,1264.52,0.0663,60,60.9,61,,,NORMAL,0.85,false,
2026-05-14,AVGO,WAIT,439.79,401.48,0.0871,60,66.1,19,,,NORMAL,0.85,false,
2026-05-14,CTAS,BUY,165.95,161.57,0.0264,60,37.6,62,,,NORMAL,0.85,false,
2026-05-14,VST,WAIT,141.90,129.45,0.0878,60,36.7,83,,,BREAKDOWN,0.75,false,
2026-05-14,CEG,WAIT,275.26,245.30,0.1089,60,38.1,83,,,NORMAL,0.85,false,
2026-05-14,LDO.MI,WAIT,54.02,50.28,0.0692,60,30.9,,,,BREAKDOWN,0.75,false,
2026-05-14,TSLA,WAIT,443.30,417.85,0.0574,60,69.0,68,,,NORMAL,0.85,false,
2026-05-14,ADP,WAIT,208.37,198.83,0.0458,60,51.0,75,,,NORMAL,0.85,false,
2026-05-14,V,WAIT,322.52,307.94,0.0452,60,54.8,74,,,NORMAL,0.85,false,
2026-05-14,LLY,WAIT,1008.04,941.91,0.0656,60,61.3,82,,,NORMAL,0.85,false,
2026-05-14,LIN,WAIT,511.65,495.48,0.0316,60,57.9,84,,,NORMAL,0.85,false,
2026-05-14,WMT,WAIT,132.46,127.67,0.0362,60,60.0,6,,,NORMAL,0.85,false,
2026-05-14,PLTR,WAIT,133.73,124.17,0.0715,60,43.2,80,,,NORMAL,0.85,false,
2026-05-14,AMD,WAIT,449.70,394.41,0.1229,60,76.7,81,,,NORMAL,0.85,false,
2026-05-14,INTC,WAIT,115.93,100.25,0.1352,60,69.7,69,,,NORMAL,0.85,false,
2026-05-14,SNDK,WAIT,1382.72,1185.54,0.1426,60,64.4,90,,,NORMAL,0.85,false,
2026-05-14,HUBS,WAIT,183.46,153.27,0.1645,60,34.5,82,,,BREAKDOWN,0.75,false,
2026-05-14,CRWD,WAIT,579.95,534.24,0.0788,60,81.1,19,,,NORMAL,0.85,false,
2026-05-14,CSCO,WAIT,115.53,99.74,0.1367,60,87.5,89,,,MOMENTUM,0.90,false,
2026-05-14,IONQ,WAIT,57.47,49.71,0.1351,60,69.8,82,,,NORMAL,0.85,false,
2026-05-14,AMAT,WAIT,440.56,411.37,0.0662,60,63.6,-1,,,NORMAL,0.85,false,
2026-05-14,ANET,WAIT,147.81,128.53,0.1304,60,46.3,81,,,NORMAL,0.85,false,
2026-05-14,FIX,WAIT,2043.54,1858.79,0.0904,60,72.2,69,,,NORMAL,0.85,false,
2026-05-14,MRNA,WAIT,50.03,45.24,0.0957,60,48.9,77,,,NORMAL,0.85,false,
2026-05-15,NVDA,WAIT,225.32,208.68,0.0739,60,64.7,4,,,NORMAL,0.85,false,
2026-05-15,MSFT,WAIT,421.92,402.44,0.0462,60,57.9,74,,,NORMAL,0.85,false,
2026-05-15,GOOGL,WAIT,396.78,374.16,0.0570,60,70.2,67,,,NORMAL,0.85,false,
2026-05-15,META,WAIT,614.23,581.88,0.0527,60,45.6,74,,,NORMAL,0.85,false,
2026-05-15,AMZN,WAIT,264.14,253.26,0.0412,60,58.6,75,,,NORMAL,0.85,false,
2026-05-15,MA,WAIT,494.20,477.75,0.0333,60,45.3,75,,,NORMAL,0.85,false,
2026-05-15,WM,BUY,219.82,213.34,0.0295,60,43.3,72,,,NORMAL,0.85,false,
2026-05-15,MU,WAIT,724.66,615.05,0.1513,60,66.3,39,,,NORMAL,0.85,false,
2026-05-15,ASML,WAIT,1283.60,1188.95,0.0737,60,52.3,60,,,NORMAL,0.85,false,
2026-05-15,AVGO,WAIT,425.19,391.54,0.0791,60,58.6,18,,,NORMAL,0.85,false,
2026-05-15,CTAS,BUY,168.31,163.55,0.0283,60,43.3,61,,,NORMAL,0.85,false,
2026-05-15,VST,WAIT,139.68,127.37,0.0882,60,35.1,82,,,BREAKDOWN,0.75,false,
2026-05-15,CEG,WAIT,267.20,238.22,0.1085,60,35.2,82,,,NORMAL,0.85,false,
2026-05-15,LDO.MI,WAIT,54.02,50.04,0.0736,60,30.9,,,,BREAKDOWN,0.75,false,
2026-05-15,TSLA,WAIT,422.04,395.97,0.0618,60,57.9,67,,,NORMAL,0.85,false,
2026-05-15,ADP,WAIT,214.48,203.14,0.0529,60,57.8,74,,,NORMAL,0.85,false,
2026-05-15,LLY,WAIT,1004.92,941.69,0.0629,60,60.8,81,,,NORMAL,0.85,false,
2026-05-15,LIN,WAIT,506.11,490.22,0.0314,60,53.3,83,,,NORMAL,0.85,false,
2026-05-15,WMT,WAIT,131.45,127.05,0.0334,60,56.8,5,,,NORMAL,0.85,false,
2026-05-15,PLTR,WAIT,133.99,124.51,0.0708,60,43.5,79,,,NORMAL,0.85,false,
2026-05-15,AMD,WAIT,424.10,367.09,0.1344,60,67.3,80,,,NORMAL,0.85,false,
2026-05-15,INTC,WAIT,108.77,92.12,0.1531,60,62.3,68,,,NORMAL,0.85,false,
2026-05-15,SNDK,WAIT,1407.61,1205.34,0.1437,60,65.5,89,,,NORMAL,0.85,false,
2026-05-15,GDC,WAIT,0.15,0.12,0.2137,60,30.7,,,,BREAKDOWN,0.75,false,
2026-05-15,HUBS,WAIT,198.38,162.63,0.1802,60,42.1,81,,,BREAKDOWN,0.75,false,
2026-05-15,CRWD,WAIT,594.08,547.52,0.0784,60,82.6,18,,,NORMAL,0.85,false,
2026-05-15,CSCO,WAIT,118.21,108.90,0.0788,60,88.5,88,,,MOMENTUM,0.80,false,
2026-05-15,IONQ,WAIT,51.95,44.64,0.1407,60,58.6,81,,,NORMAL,0.85,false,
2026-05-15,AMAT,WAIT,436.62,405.65,0.0709,60,61.7,89,,,NORMAL,0.85,false,
2026-05-15,ANET,WAIT,141.97,123.55,0.1297,60,42.3,80,,,BREAKDOWN,0.75,false,
2026-05-15,FIX,WAIT,1993.41,1847.29,0.0733,60,66.1,68,,,NORMAL,0.85,false,
2026-05-18,NVDA,WAIT,222.36,207.82,0.0654,60,61.7,1,,,NORMAL,0.85,false,
2026-05-18,MSFT,WAIT,423.54,405.62,0.0423,60,58.8,71,,,NORMAL,0.85,false,
2026-05-18,GOOGL,WAIT,396.94,374.65,0.0562,60,70.3,64,,,NORMAL,0.85,false,
2026-05-18,META,WAIT,611.21,578.61,0.0533,60,44.5,71,,,NORMAL,0.85,false,
2026-05-18,AMZN,WAIT,264.86,254.42,0.0394,60,59.3,72,,,NORMAL,0.85,false,
2026-05-18,MA,WAIT,505.79,485.63,0.0399,60,52.4,72,,,NORMAL,0.85,false,
2026-05-18,WM,BUY,222.73,215.66,0.0317,60,48.2,69,,,NORMAL,0.85,false,
2026-05-18,MU,WAIT,681.54,577.54,0.1526,60,59.6,36,,,NORMAL,0.85,false,
2026-05-18,ASML,WAIT,1269.30,1172.29,0.0764,60,49.7,57,,,NORMAL,0.85,false,
2026-05-18,AVGO,WAIT,420.71,390.80,0.0711,60,56.5,15,,,NORMAL,0.85,false,
2026-05-18,CTAS,BUY,174.51,168.78,0.0329,60,54.8,58,,,NORMAL,0.85,false,
2026-05-18,VST,WAIT,136.75,125.07,0.0854,60,33.0,79,,,BREAKDOWN,0.75,false,
2026-05-18,CEG,WAIT,262.00,234.32,0.1057,60,33.4,79,,,NORMAL,0.85,false,
2026-05-18,LDO.MI,WAIT,54.02,50.15,0.0717,60,30.9,,,,BREAKDOWN,0.75,false,
2026-05-18,TSLA,WAIT,410.06,384.74,0.0618,60,52.7,64,,,NORMAL,0.85,false,
2026-05-18,ADP,WAIT,222.94,209.53,0.0602,60,65.0,71,,,NORMAL,0.85,false,
2026-05-18,LLY,WAIT,988.20,920.23,0.0688,60,56.6,78,,,NORMAL,0.85,false,
2026-05-18,LIN,WAIT,510.86,493.80,0.0334,60,56.5,80,,,NORMAL,0.85,false,
2026-05-18,WMT,WAIT,133.34,129.83,0.0263,60,61.0,2,,,NORMAL,0.85,false,
2026-05-18,PLTR,WAIT,135.08,125.73,0.0692,60,44.9,76,,,NORMAL,0.85,false,
2026-05-18,AMD,WAIT,420.99,363.01,0.1377,60,66.2,77,,,NORMAL,0.85,false,
2026-05-18,INTC,WAIT,108.17,94.30,0.1282,60,61.7,65,,,NORMAL,0.85,false,
2026-05-18,SNDK,WAIT,1332.51,1137.38,0.1464,60,59.5,86,,,NORMAL,0.85,false,
2026-05-18,GDC,WAIT,0.14,0.11,0.2021,60,30.7,,,,BREAKDOWN,0.75,false,
2026-05-18,HUBS,WAIT,208.51,178.97,0.1417,60,46.6,78,,,NORMAL,0.85,false,
2026-05-18,CRWD,WAIT,618.83,567.05,0.0837,60,84.8,15,,,MOMENTUM,0.85,false,
2026-05-18,CSCO,WAIT,118.88,109.72,0.0771,60,88.7,85,,,NORMAL,0.85,false,
2026-05-18,IONQ,WAIT,49.31,42.21,0.1439,60,54.1,78,,,NORMAL,0.85,false,
2026-05-18,AMAT,WAIT,413.57,380.78,0.0793,60,52.2,86,,,NORMAL,0.85,false,
2026-05-18,ANET,WAIT,141.71,123.74,0.1268,60,42.1,77,,,BREAKDOWN,0.75,false,
2026-05-18,FIX,WAIT,1853.84,1692.02,0.0873,60,52.4,65,,,NORMAL,0.85,false,
2026-05-18,RKLB,WAIT,131.25,108.63,0.1723,60,73.1,79,,,NORMAL,0.85,false,
2026-05-18,ASTS,WAIT,86.83,72.96,0.1597,60,56.2,83,,,NORMAL,0.85,false,
2026-05-18,IRDM,WAIT,43.40,39.60,0.0876,60,63.3,65,,,NORMAL,0.85,false,
2026-05-18,SATS,WAIT,136.45,125.04,0.0836,60,63.1,72,,,NORMAL,0.85,false,
2026-05-18,NOK,WAIT,13.74,12.22,0.1108,60,62.7,65,,,NORMAL,0.85,false,
2026-05-18,GLW,WAIT,178.59,153.89,0.1383,60,51.6,77,,,NORMAL,0.85,false,
2026-05-18,MSA,WAIT,169.52,163.97,0.0328,60,48.2,76,,,NORMAL,0.85,false,
2026-05-19,NVDA,WAIT,220.61,207.25,0.0606,60,59.9,0,,,NORMAL,0.85,false,
2026-05-19,MSFT,WAIT,417.42,399.35,0.0433,60,54.2,70,,,NORMAL,0.85,false,
2026-05-19,GOOGL,WAIT,387.66,366.58,0.0544,60,62.1,63,,,NORMAL,0.85,false,
2026-05-19,META,WAIT,602.61,571.44,0.0517,60,41.5,70,,,NORMAL,0.85,false,
2026-05-19,AMZN,WAIT,259.34,248.11,0.0433,60,51.9,71,,,NORMAL,0.85,false,
2026-05-19,MA,WAIT,499.70,481.89,0.0356,60,48.8,71,,,NORMAL,0.85,false,
2026-05-19,WM,BUY,222.34,215.41,0.0311,60,47.6,68,,,NORMAL,0.85,false,
2026-05-19,MU,WAIT,698.74,596.44,0.1464,60,61.3,35,,,NORMAL,0.85,false,
2026-05-19,ASML,WAIT,1258.14,1163.94,0.0749,60,48.5,56,,,NORMAL,0.85,false,
2026-05-19,AVGO,WAIT,411.07,381.32,0.0724,60,52.2,14,,,NORMAL,0.85,false,
2026-05-19,CTAS,WAIT,172.20,165.63,0.0382,60,50.7,57,,,NORMAL,0.85,false,
2026-05-19,VST,WAIT,134.71,123.03,0.0867,60,31.6,78,,,BREAKDOWN,0.75,false,
2026-05-19,CEG,WAIT,260.67,233.69,0.1035,60,33.0,78,,,NORMAL,0.85,false,
2026-05-19,LDO.MI,WAIT,54.02,50.07,0.0732,60,30.9,,,,BREAKDOWN,0.75,false,
2026-05-19,TSLA,WAIT,404.11,380.51,0.0584,60,50.3,63,,,NORMAL,0.85,false,
2026-05-19,ADP,WAIT,220.44,207.92,0.0568,60,61.6,70,,,NORMAL,0.85,false,
2026-05-19,LLY,WAIT,1021.59,948.30,0.0717,60,62.2,77,,,NORMAL,0.85,false,
2026-05-19,LIN,WAIT,506.07,489.88,0.0320,60,52.6,79,,,NORMAL,0.85,false,
2026-05-19,WMT,BUY,134.20,130.94,0.0243,60,62.8,1,,,NORMAL,0.85,false,
2026-05-19,PLTR,WAIT,135.26,126.11,0.0676,60,45.2,75,,,NORMAL,0.85,false,
2026-05-19,AMD,WAIT,414.05,362.03,0.1256,60,63.8,76,,,NORMAL,0.85,false,
2026-05-19,INTC,WAIT,110.80,96.93,0.1252,60,63.3,64,,,NORMAL,0.85,false,
2026-05-19,SNDK,WAIT,1383.29,1181.49,0.1459,60,62.0,85,,,NORMAL,0.85,false,
2026-05-19,ENGN,WAIT,1.53,1.26,0.1743,60,24.3,22,,,BREAKDOWN,0.75,false,
2026-05-19,GDC,WAIT,0.14,0.11,0.2040,60,30.7,,,,BREAKDOWN,0.75,false,
2026-05-19,HUBS,WAIT,208.19,180.70,0.1320,60,46.4,77,,,NORMAL,0.85,false,
2026-05-19,CRWD,WAIT,616.88,571.03,0.0743,60,83.9,14,,,MOMENTUM,0.85,false,
2026-05-19,CSCO,WAIT,115.38,105.78,0.0832,60,79.4,84,,,MOMENTUM,0.85,false,
2026-05-19,IONQ,WAIT,48.44,41.96,0.1337,60,52.7,77,,,NORMAL,0.85,false,
2026-05-19,AMAT,WAIT,406.91,376.85,0.0739,60,49.8,85,,,NORMAL,0.85,false,
2026-05-19,ANET,WAIT,141.58,124.46,0.1210,60,42.1,76,,,BREAKDOWN,0.75,false,
2026-05-19,FIX,WAIT,1827.94,1677.51,0.0823,60,50.3,64,,,NORMAL,0.85,false,
2026-05-19,RKLB,WAIT,127.31,105.90,0.1682,60,69.6,78,,,NORMAL,0.85,false,
2026-05-19,ASTS,WAIT,88.10,74.57,0.1536,60,57.0,82,,,NORMAL,0.85,false,
2026-05-19,IRDM,WAIT,43.57,40.39,0.0730,60,63.6,64,,,NORMAL,0.85,false,
2026-05-19,SATS,WAIT,136.52,127.11,0.0690,60,63.2,71,,,NORMAL,0.85,false,
2026-05-19,NOK,WAIT,13.66,12.18,0.1086,60,61.9,64,,,NORMAL,0.85,false,
2026-05-19,GLW,WAIT,175.83,154.06,0.1238,60,50.2,76,,,NORMAL,0.85,false,
2026-05-19,MSA,WAIT,165.11,158.71,0.0387,60,42.0,75,,,NORMAL,0.85,false,
2026-05-20,NVDA,WAIT,223.33,208.86,0.0648,60,61.8,-1,,,NORMAL,0.85,false,
2026-05-20,MSFT,WAIT,421.00,403.66,0.0412,60,56.3,69,,,NORMAL,0.85,false,
2026-05-20,GOOGL,WAIT,388.86,367.13,0.0559,60,62.7,62,,,NORMAL,0.85,false,
2026-05-20,META,WAIT,605.06,572.41,0.0540,60,42.7,69,,,NORMAL,0.85,false,
2026-05-20,AMZN,WAIT,265.01,254.19,0.0408,60,57.7,70,,,NORMAL,0.85,false,
2026-05-20,MA,WAIT,498.04,480.69,0.0348,60,47.9,70,,,NORMAL,0.85,false,
2026-05-20,WM,BUY,219.59,212.88,0.0306,60,43.6,67,,,NORMAL,0.85,false,
2026-05-20,MU,WAIT,731.99,624.92,0.1463,60,64.4,34,,,NORMAL,0.85,false,
2026-05-20,ASML,WAIT,1336.32,1218.07,0.0885,60,56.3,55,,,NORMAL,0.85,false,
2026-05-20,AVGO,WAIT,417.76,388.15,0.0709,60,54.8,13,,,NORMAL,0.85,false,
2026-05-20,CTAS,WAIT,171.36,165.27,0.0355,60,49.2,56,,,NORMAL,0.85,false,
2026-05-20,VST,WAIT,144.00,128.45,0.1080,60,43.4,77,,,NORMAL,0.85,false,
2026-05-20,CEG,WAIT,281.26,245.70,0.1264,60,45.4,77,,,NORMAL,0.85,false,
2026-05-20,LDO.MI,WAIT,54.02,51.40,0.0486,60,48.3,,,,NORMAL,0.85,false,
2026-05-20,TSLA,WAIT,417.26,389.38,0.0668,60,55.2,62,,,NORMAL,0.85,false,
2026-05-20,ADP,WAIT,220.69,208.51,0.0552,60,61.9,69,,,NORMAL,0.85,false,
2026-05-20,LLY,WAIT,1018.14,950.59,0.0664,60,61.4,76,,,NORMAL,0.85,false,
2026-05-20,LIN,WAIT,506.63,490.47,0.0319,60,53.0,78,,,NORMAL,0.85,false,
2026-05-20,WMT,WAIT,130.85,125.71,0.0393,60,52.7,0,,,NORMAL,0.85,false,
2026-05-20,PLTR,WAIT,137.15,127.68,0.0690,60,47.9,74,,,NORMAL,0.85,false,
2026-05-20,AMD,WAIT,447.58,382.72,0.1449,60,69.6,75,,,NORMAL,0.85,false,
2026-05-20,INTC,WAIT,118.96,99.33,0.1650,60,67.9,63,,,NORMAL,0.85,false,
2026-05-20,SNDK,WAIT,1392.56,1191.72,0.1442,60,62.5,84,,,NORMAL,0.85,false,
2026-05-20,ENGN,WAIT,1.61,1.26,0.2194,60,25.2,21,,,BREAKDOWN,0.75,false,
2026-05-20,HUBS,WAIT,203.39,165.74,0.1851,60,44.5,76,,,BREAKDOWN,0.75,false,
2026-05-20,CRWD,WAIT,650.11,591.59,0.0900,60,86.6,13,,,MOMENTUM,0.80,false,
2026-05-20,CSCO,WAIT,114.35,105.31,0.0790,60,76.8,83,,,NORMAL,0.85,false,
2026-05-20,IONQ,WAIT,52.47,44.58,0.1503,60,58.2,76,,,NORMAL,0.85,false,
2026-05-20,AMAT,WAIT,426.85,392.67,0.0801,60,56.3,84,,,NORMAL,0.85,false,
2026-05-20,ANET,WAIT,140.49,123.13,0.1236,60,41.2,75,,,BREAKDOWN,0.75,false,
2026-05-20,FIX,WAIT,1837.52,1691.58,0.0794,60,51.1,63,,,NORMAL,0.85,false,
2026-05-20,RKLB,WAIT,134.28,111.21,0.1718,60,72.2,77,,,NORMAL,0.85,false,
2026-05-20,ASTS,WAIT,89.58,75.59,0.1562,60,58.1,81,,,NORMAL,0.85,false,
2026-05-20,IRDM,WAIT,45.28,41.30,0.0880,60,67.4,63,,,NORMAL,0.85,false,
2026-05-20,SATS,WAIT,141.76,131.59,0.0717,60,68.0,70,,,NORMAL,0.85,false,
2026-05-20,NOK,WAIT,13.62,12.19,0.1053,60,61.4,63,,,NORMAL,0.85,false,
2026-05-20,GLW,WAIT,180.69,157.39,0.1289,60,52.6,75,,,NORMAL,0.85,false,
2026-05-20,MSA,WAIT,168.96,162.70,0.0371,60,48.2,74,,,NORMAL,0.85,false,
2026-05-20,DELL,WAIT,242.97,218.89,0.0991,60,62.0,7,,,NORMAL,0.85,false,
2026-05-20,ETN,WAIT,379.69,343.94,0.0942,60,41.8,75,,,NORMAL,0.85,false,
2026-05-20,AMKR,WAIT,68.49,59.03,0.1381,60,50.4,67,,,NORMAL,0.85,false,
2026-05-21,NVDA,WAIT,219.51,205.00,0.0661,60,57.8,96,,,NORMAL,0.85,false,
2026-05-21,MSFT,WAIT,419.09,404.03,0.0359,60,54.8,68,,,NORMAL,0.85,false,
2026-05-21,GOOGL,WAIT,387.66,365.96,0.0560,60,61.6,61,,,NORMAL,0.85,false,
2026-05-21,META,WAIT,607.38,575.76,0.0521,60,43.8,68,,,NORMAL,0.85,false,
2026-05-21,AMZN,WAIT,268.46,257.48,0.0409,60,60.8,69,,,NORMAL,0.85,false,
2026-05-21,MA,WAIT,499.62,482.58,0.0341,60,48.9,69,,,NORMAL,0.85,false,
2026-05-21,WM,BUY,217.75,212.07,0.0261,60,41.1,66,,,NORMAL,0.85,false,
2026-05-21,MU,WAIT,762.10,648.15,0.1495,60,66.9,33,,,NORMAL,0.85,false,
2026-05-21,ASML,WAIT,1372.41,1254.58,0.0859,60,59.4,54,,,NORMAL,0.85,false,
2026-05-21,AVGO,WAIT,414.57,386.61,0.0674,60,53.3,12,,,NORMAL,0.85,false,
2026-05-21,CTAS,WAIT,172.36,166.23,0.0356,60,51.0,55,,,NORMAL,0.85,false,
2026-05-21,VST,WAIT,149.08,137.86,0.0753,60,48.7,76,,,NORMAL,0.85,false,
2026-05-21,CEG,WAIT,285.83,262.06,0.0831,60,47.7,76,,,NORMAL,0.85,false,
2026-05-21,LDO.MI,WAIT,54.02,51.46,0.0475,60,48.3,,,,NORMAL,0.85,false,
2026-05-21,TSLA,WAIT,417.76,393.64,0.0577,60,55.3,61,,,NORMAL,0.85,false,
2026-05-21,ADP,WAIT,220.07,208.25,0.0537,60,61.0,68,,,NORMAL,0.85,false,
2026-05-21,LLY,WAIT,1041.90,968.52,0.0704,60,65.1,75,,,NORMAL,0.85,false,
2026-05-21,LIN,WAIT,514.51,497.54,0.0330,60,58.4,77,,,NORMAL,0.85,false,
2026-05-21,WMT,WAIT,121.32,107.30,0.1155,60,35.2,90,,,NORMAL,0.85,false,
2026-05-21,PLTR,WAIT,137.41,128.74,0.0631,60,48.2,73,,,NORMAL,0.85,false,
2026-05-21,AMD,WAIT,449.51,391.03,0.1301,60,69.9,74,,,NORMAL,0.85,false,
2026-05-21,INTC,WAIT,118.50,102.91,0.1315,60,67.4,62,,,NORMAL,0.85,false,
2026-05-21,SNDK,WAIT,1542.24,1300.71,0.1566,60,69.1,83,,,NORMAL,0.85,false,
2026-05-21,ENGN,WAIT,1.73,1.28,0.2596,60,26.7,20,,,BREAKDOWN,0.75,false,
2026-05-21,GDC,WAIT,0.11,0.09,0.1958,60,30.5,-1,,,BREAKDOWN,0.75,false,
2026-05-21,HUBS,WAIT,198.37,162.77,0.1794,60,42.6,75,,,NORMAL,0.85,false,
2026-05-21,CRWD,WAIT,648.23,602.71,0.0702,60,85.7,12,,,NORMAL,0.85,false,
2026-05-21,CSCO,WAIT,118.20,108.40,0.0829,60,79.5,82,,,NORMAL,0.85,false,
2026-05-21,IONQ,WAIT,58.89,49.88,0.1529,60,65.1,75,,,NORMAL,0.85,false,
2026-05-21,AMAT,WAIT,427.36,394.51,0.0769,60,56.4,83,,,NORMAL,0.85,false,
2026-05-21,ANET,WAIT,148.59,134.56,0.0944,60,49.2,74,,,NORMAL,0.85,false,
2026-05-21,FIX,WAIT,1833.99,1674.17,0.0871,60,50.8,62,,,NORMAL,0.85,false,
2026-05-21,RKLB,WAIT,125.45,104.56,0.1665,60,64.6,76,,,NORMAL,0.85,false,
2026-05-21,ASTS,WAIT,96.23,80.22,0.1664,60,62.6,80,,,NORMAL,0.85,false,
2026-05-21,IRDM,WAIT,45.70,42.17,0.0772,60,68.2,62,,,NORMAL,0.85,false,
2026-05-21,SATS,WAIT,128.44,116.29,0.0946,60,50.2,69,,,NORMAL,0.85,false,
2026-05-21,NOK,WAIT,14.18,12.65,0.1081,60,65.0,62,,,NORMAL,0.85,false,
2026-05-21,GLW,WAIT,192.04,165.52,0.1381,60,57.8,74,,,NORMAL,0.85,false,
2026-05-21,MSA,WAIT,168.55,162.49,0.0359,60,47.6,73,,,NORMAL,0.85,false,
2026-05-21,DELL,WAIT,252.86,227.03,0.1021,60,65.8,6,,,NORMAL,0.85,false,
2026-05-21,ETN,WAIT,381.51,347.26,0.0898,60,42.7,74,,,NORMAL,0.85,false,
2026-05-21,AMKR,WAIT,65.90,57.01,0.1350,60,46.4,66,,,NORMAL,0.85,false,
2026-05-22,NVDA,WAIT,215.33,202.12,0.0613,60,53.7,95,,,NORMAL,0.85,false,
2026-05-22,MSFT,WAIT,418.57,404.27,0.0342,60,54.4,67,,,NORMAL,0.85,false,
2026-05-22,GOOGL,WAIT,382.97,363.05,0.0520,60,57.5,60,,,NORMAL,0.85,false,
2026-05-22,META,WAIT,610.26,580.78,0.0483,60,45.3,67,,,NORMAL,0.85,false,
2026-05-22,AMZN,WAIT,266.32,257.05,0.0348,60,58.0,68,,,NORMAL,0.85,false,
2026-05-22,MA,WAIT,498.54,481.55,0.0341,60,48.2,68,,,NORMAL,0.85,false,
2026-05-22,WM,BUY,217.90,212.28,0.0258,60,41.3,65,,,NORMAL,0.85,false,
2026-05-22,MU,WAIT,751.00,642.67,0.1443,60,65.1,32,,,NORMAL,0.85,false,
2026-05-22,ASML,WAIT,1407.67,1286.95,0.0858,60,62.1,53,,,NORMAL,0.85,false,
2026-05-22,AVGO,WAIT,414.14,387.72,0.0638,60,53.1,11,,,NORMAL,0.85,false,
2026-05-22,CTAS,WAIT,172.93,166.89,0.0349,60,52.0,54,,,NORMAL,0.85,false,
2026-05-22,VST,WAIT,156.27,144.92,0.0726,60,55.0,75,,,NORMAL,0.85,false,
2026-05-22,CEG,WAIT,294.07,271.96,0.0752,60,51.7,75,,,NORMAL,0.85,false,
2026-05-22,LDO.MI,WAIT,54.02,51.39,0.0487,60,44.1,,,,NORMAL,0.85,false,
2026-05-22,TSLA,WAIT,426.01,400.22,0.0605,60,58.3,60,,,NORMAL,0.85,false,
2026-05-22,ADP,WAIT,225.31,212.38,0.0574,60,65.5,67,,,NORMAL,0.85,false,
2026-05-22,LLY,WAIT,1065.00,995.17,0.0656,60,68.3,74,,,NORMAL,0.85,false,
2026-05-22,LIN,BUY,517.58,506.84,0.0208,60,60.3,76,,,NORMAL,0.85,false,
